# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416449419;3019456;261504968;98.86;92260;55122960;210625160;77.18
axle;60;1416449479;1024872;263499552;99.61;91208;54896376;212871460;78.00
axle;60;1416449539;1573332;262951092;99.41;80548;53823968;213312676;78.16
axle;60;1416449599;2309780;262214644;99.13;80556;50397592;216066460;79.17
axle;60;1416449659;7597384;256927040;97.13;80652;50360036;210948236;77.30
axle;60;1416449719;6833164;257691260;97.42;80776;50388184;211675060;77.56
axle;60;1416449779;4932176;259592248;98.14;80868;50443880;213406856;78.20
axle;60;1416449839;6995352;257529072;97.36;80976;50484580;211555936;77.52
axle;60;1416449899;3357024;261167400;98.73;81084;50515344;214872640;78.73
axle;60;1416449959;6141840;258382584;97.68;81172;50543036;212161016;77.74
axle;60;1416450019;5981212;258543212;97.74;81284;50574588;212182108;77.75
axle;60;1416450079;5375052;259149372;97.97;81376;50625372;212765648;77.96
axle;60;1416450139;7244512;257279912;97.26;81504;51161112;210427800;77.11
axle;60;1416450199;10557604;253966820;96.01;81604;50690220;207682048;76.10
