Linux 3.0.101-0.15-default (axle) 	11/20/2014 	_x86_64_

02:46:25 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:47:25 AM     all     21.98      0.00      8.34      0.48      0.00     69.21
02:48:25 AM     all     10.81      0.00      6.21      0.00      0.00     82.98
02:49:25 AM     all      7.32      0.00      6.05      0.00      0.00     86.63
02:50:25 AM     all      7.31      0.00      5.83      0.00      0.00     86.86
02:51:25 AM     all      7.76      0.00      5.80      0.01      0.00     86.44
02:52:25 AM     all      5.39      0.00      3.22      0.00      0.00     91.39
02:53:25 AM     all      5.88      0.00      0.42      0.00      0.00     93.70
02:54:25 AM     all      7.07      0.00      1.26      0.00      0.00     91.67
02:55:25 AM     all     18.45      0.00      3.58      0.00      0.00     77.96
