# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1416448045;sda;294.90;3.20;70555.68;239.26;12.66;42.94;0.31;9.08
axle;60;1416448105;sda;2.37;0.00;397.46;167.38;0.01;2.65;0.34;0.08
axle;60;1416448165;sda;2.73;0.00;488.70;178.72;0.01;2.93;0.27;0.07
axle;60;1416448225;sda;2.40;0.00;428.91;178.83;0.01;4.33;0.22;0.05
axle;60;1416448285;sda;4.53;2.67;803.08;177.89;0.02;5.31;0.27;0.12
axle;60;1416448345;sda;2.99;5.62;491.61;166.17;0.02;5.56;0.20;0.06
axle;60;1416448405;sda;0.75;0.00;65.25;86.93;0.00;0.53;0.09;0.01
axle;60;1416448465;sda;0.80;0.00;80.33;100.33;0.00;0.00;0.00;0.00
axle;60;1416448525;sda;1.14;0.00;175.11;153.76;0.00;1.59;0.12;0.01
